full_date,year,month,day,hour,weekday,date_id
2017-03-17 09:00:00,2017,March,17,9,Friday,1796
2017-03-17 10:00:00,2017,March,17,10,Friday,1797
2017-03-17 11:00:00,2017,March,17,11,Friday,1798
2017-03-17 12:00:00,2017,March,17,12,Friday,1799
2017-03-17 13:00:00,2017,March,17,13,Friday,1800
2017-03-17 14:00:00,2017,March,17,14,Friday,1801
2017-03-17 15:00:00,2017,March,17,15,Friday,1802
2017-03-17 16:00:00,2017,March,17,16,Friday,1803
2017-03-17 17:00:00,2017,March,17,17,Friday,1804
2017-03-17 18:00:00,2017,March,17,18,Friday,1805
2017-03-17 19:00:00,2017,March,17,19,Friday,1806
2017-03-17 20:00:00,2017,March,17,20,Friday,1807
2017-03-17 21:00:00,2017,March,17,21,Friday,1808
2017-03-17 22:00:00,2017,March,17,22,Friday,1809
2017-03-17 23:00:00,2017,March,17,23,Friday,1810
2017-03-18 00:00:00,2017,March,18,0,Saturday,1811
2017-03-18 01:00:00,2017,March,18,1,Saturday,1812
2017-03-18 02:00:00,2017,March,18,2,Saturday,1813
2017-03-18 03:00:00,2017,March,18,3,Saturday,1814
2017-03-18 04:00:00,2017,March,18,4,Saturday,1815
2017-03-18 05:00:00,2017,March,18,5,Saturday,1816
2017-03-18 06:00:00,2017,March,18,6,Saturday,1817
2017-03-18 07:00:00,2017,March,18,7,Saturday,1818
2017-03-18 08:00:00,2017,March,18,8,Saturday,1819
2017-03-18 09:00:00,2017,March,18,9,Saturday,1820
2017-03-18 10:00:00,2017,March,18,10,Saturday,1821
2017-03-18 11:00:00,2017,March,18,11,Saturday,1822
2017-03-18 12:00:00,2017,March,18,12,Saturday,1823
2017-03-18 13:00:00,2017,March,18,13,Saturday,1824
2017-03-18 14:00:00,2017,March,18,14,Saturday,1825
2017-03-18 15:00:00,2017,March,18,15,Saturday,1826
2017-03-18 16:00:00,2017,March,18,16,Saturday,1827
2017-03-18 17:00:00,2017,March,18,17,Saturday,1828
2017-03-18 18:00:00,2017,March,18,18,Saturday,1829
2017-03-18 19:00:00,2017,March,18,19,Saturday,1830
2017-03-18 20:00:00,2017,March,18,20,Saturday,1831
2017-03-18 21:00:00,2017,March,18,21,Saturday,1832
2017-03-18 22:00:00,2017,March,18,22,Saturday,1833
2017-03-18 23:00:00,2017,March,18,23,Saturday,1834
2017-03-19 00:00:00,2017,March,19,0,Sunday,1835
2017-03-19 01:00:00,2017,March,19,1,Sunday,1836
2017-03-19 02:00:00,2017,March,19,2,Sunday,1837
2017-03-19 03:00:00,2017,March,19,3,Sunday,1838
2017-03-19 04:00:00,2017,March,19,4,Sunday,1839
2017-03-19 05:00:00,2017,March,19,5,Sunday,1840
2017-03-19 06:00:00,2017,March,19,6,Sunday,1841
2017-03-19 07:00:00,2017,March,19,7,Sunday,1842
2017-03-19 08:00:00,2017,March,19,8,Sunday,1843
2017-03-19 09:00:00,2017,March,19,9,Sunday,1844
2017-03-19 10:00:00,2017,March,19,10,Sunday,1845
2017-03-19 11:00:00,2017,March,19,11,Sunday,1846
2017-03-19 12:00:00,2017,March,19,12,Sunday,1847
2017-03-19 13:00:00,2017,March,19,13,Sunday,1848
2017-03-19 14:00:00,2017,March,19,14,Sunday,1849
2017-03-19 15:00:00,2017,March,19,15,Sunday,1850
2017-03-19 16:00:00,2017,March,19,16,Sunday,1851
2017-03-19 17:00:00,2017,March,19,17,Sunday,1852
2017-03-19 18:00:00,2017,March,19,18,Sunday,1853
2017-03-19 19:00:00,2017,March,19,19,Sunday,1854
2017-03-19 20:00:00,2017,March,19,20,Sunday,1855
2017-03-19 21:00:00,2017,March,19,21,Sunday,1856
2017-03-19 22:00:00,2017,March,19,22,Sunday,1857
2017-03-19 23:00:00,2017,March,19,23,Sunday,1858
2017-03-20 00:00:00,2017,March,20,0,Monday,1859
2017-03-20 02:00:00,2017,March,20,2,Monday,1860
2017-03-20 03:00:00,2017,March,20,3,Monday,1861
2017-03-20 04:00:00,2017,March,20,4,Monday,1862
2017-03-20 05:00:00,2017,March,20,5,Monday,1863
2017-03-20 06:00:00,2017,March,20,6,Monday,1864
2017-03-20 07:00:00,2017,March,20,7,Monday,1865
2017-03-20 08:00:00,2017,March,20,8,Monday,1866
2017-03-20 09:00:00,2017,March,20,9,Monday,1867
2017-03-20 10:00:00,2017,March,20,10,Monday,1868
2017-03-20 11:00:00,2017,March,20,11,Monday,1869
2017-03-20 12:00:00,2017,March,20,12,Monday,1870
2017-03-20 13:00:00,2017,March,20,13,Monday,1871
2017-03-20 14:00:00,2017,March,20,14,Monday,1872
2017-03-20 15:00:00,2017,March,20,15,Monday,1873
2017-03-20 16:00:00,2017,March,20,16,Monday,1874
2017-03-20 17:00:00,2017,March,20,17,Monday,1875
2017-03-20 18:00:00,2017,March,20,18,Monday,1876
2017-03-20 19:00:00,2017,March,20,19,Monday,1877
2017-03-20 20:00:00,2017,March,20,20,Monday,1878
2017-03-20 21:00:00,2017,March,20,21,Monday,1879
2017-03-20 22:00:00,2017,March,20,22,Monday,1880
2017-03-20 23:00:00,2017,March,20,23,Monday,1881
2017-03-21 00:00:00,2017,March,21,0,Tuesday,1882
2017-03-21 01:00:00,2017,March,21,1,Tuesday,1883
2017-03-21 02:00:00,2017,March,21,2,Tuesday,1884
2017-03-21 03:00:00,2017,March,21,3,Tuesday,1885
2017-03-21 04:00:00,2017,March,21,4,Tuesday,1886
2017-03-21 05:00:00,2017,March,21,5,Tuesday,1887
2017-03-21 06:00:00,2017,March,21,6,Tuesday,1888
2017-03-21 07:00:00,2017,March,21,7,Tuesday,1889
2017-03-21 08:00:00,2017,March,21,8,Tuesday,1890
2017-03-21 09:00:00,2017,March,21,9,Tuesday,1891
2017-03-21 10:00:00,2017,March,21,10,Tuesday,1892
2017-03-21 11:00:00,2017,March,21,11,Tuesday,1893
2017-03-21 12:00:00,2017,March,21,12,Tuesday,1894
2017-03-21 13:00:00,2017,March,21,13,Tuesday,1895
2017-03-21 14:00:00,2017,March,21,14,Tuesday,1896
2017-03-21 15:00:00,2017,March,21,15,Tuesday,1897
2017-03-21 16:00:00,2017,March,21,16,Tuesday,1898
2017-03-21 17:00:00,2017,March,21,17,Tuesday,1899
2017-03-21 18:00:00,2017,March,21,18,Tuesday,1900
2017-03-21 19:00:00,2017,March,21,19,Tuesday,1901
2017-03-21 20:00:00,2017,March,21,20,Tuesday,1902
2017-03-21 21:00:00,2017,March,21,21,Tuesday,1903
2017-03-21 22:00:00,2017,March,21,22,Tuesday,1904
2017-03-21 23:00:00,2017,March,21,23,Tuesday,1905
2017-03-22 00:00:00,2017,March,22,0,Wednesday,1906
2017-03-22 01:00:00,2017,March,22,1,Wednesday,1907
2017-03-22 02:00:00,2017,March,22,2,Wednesday,1908
2017-03-22 03:00:00,2017,March,22,3,Wednesday,1909
2017-03-22 04:00:00,2017,March,22,4,Wednesday,1910
2017-03-22 05:00:00,2017,March,22,5,Wednesday,1911
2017-03-22 06:00:00,2017,March,22,6,Wednesday,1912
2017-03-22 07:00:00,2017,March,22,7,Wednesday,1913
2017-03-22 08:00:00,2017,March,22,8,Wednesday,1914
2017-03-22 09:00:00,2017,March,22,9,Wednesday,1915
2017-03-22 10:00:00,2017,March,22,10,Wednesday,1916
2017-03-22 11:00:00,2017,March,22,11,Wednesday,1917
2017-03-22 12:00:00,2017,March,22,12,Wednesday,1918
2017-03-22 13:00:00,2017,March,22,13,Wednesday,1919
2017-03-22 14:00:00,2017,March,22,14,Wednesday,1920
2017-03-22 15:00:00,2017,March,22,15,Wednesday,1921
2017-03-22 16:00:00,2017,March,22,16,Wednesday,1922
2017-03-22 17:00:00,2017,March,22,17,Wednesday,1923
2017-03-22 18:00:00,2017,March,22,18,Wednesday,1924
2017-03-22 19:00:00,2017,March,22,19,Wednesday,1925
2017-03-22 20:00:00,2017,March,22,20,Wednesday,1926
2017-03-22 21:00:00,2017,March,22,21,Wednesday,1927
2017-03-22 22:00:00,2017,March,22,22,Wednesday,1928
2017-03-22 23:00:00,2017,March,22,23,Wednesday,1929
2017-03-23 00:00:00,2017,March,23,0,Thursday,1930
2017-03-23 01:00:00,2017,March,23,1,Thursday,1931
2017-03-23 02:00:00,2017,March,23,2,Thursday,1932
2017-03-23 03:00:00,2017,March,23,3,Thursday,1933
2017-03-23 04:00:00,2017,March,23,4,Thursday,1934
2017-03-23 05:00:00,2017,March,23,5,Thursday,1935
2017-03-23 06:00:00,2017,March,23,6,Thursday,1936
2017-03-23 07:00:00,2017,March,23,7,Thursday,1937
2017-03-23 08:00:00,2017,March,23,8,Thursday,1938
2017-03-23 09:00:00,2017,March,23,9,Thursday,1939
2017-03-23 10:00:00,2017,March,23,10,Thursday,1940
2017-03-23 11:00:00,2017,March,23,11,Thursday,1941
2017-03-23 12:00:00,2017,March,23,12,Thursday,1942
2017-03-23 13:00:00,2017,March,23,13,Thursday,1943
2017-03-23 14:00:00,2017,March,23,14,Thursday,1944
2017-03-23 15:00:00,2017,March,23,15,Thursday,1945
2017-03-23 16:00:00,2017,March,23,16,Thursday,1946
2017-03-23 17:00:00,2017,March,23,17,Thursday,1947
2017-03-23 18:00:00,2017,March,23,18,Thursday,1948
2017-03-23 19:00:00,2017,March,23,19,Thursday,1949
2017-03-23 20:00:00,2017,March,23,20,Thursday,1950
2017-03-23 21:00:00,2017,March,23,21,Thursday,1951
2017-03-23 22:00:00,2017,March,23,22,Thursday,1952
2017-03-23 23:00:00,2017,March,23,23,Thursday,1953
2017-03-24 00:00:00,2017,March,24,0,Friday,1954
2017-03-24 01:00:00,2017,March,24,1,Friday,1955
2017-03-24 02:00:00,2017,March,24,2,Friday,1956
2017-03-24 03:00:00,2017,March,24,3,Friday,1957
2017-03-24 04:00:00,2017,March,24,4,Friday,1958
2017-03-24 05:00:00,2017,March,24,5,Friday,1959
2017-03-24 06:00:00,2017,March,24,6,Friday,1960
2017-03-24 07:00:00,2017,March,24,7,Friday,1961
2017-03-24 08:00:00,2017,March,24,8,Friday,1962
2017-03-24 09:00:00,2017,March,24,9,Friday,1963
2017-03-24 10:00:00,2017,March,24,10,Friday,1964
2017-03-24 11:00:00,2017,March,24,11,Friday,1965
2017-03-24 12:00:00,2017,March,24,12,Friday,1966
2017-03-24 13:00:00,2017,March,24,13,Friday,1967
2017-03-24 14:00:00,2017,March,24,14,Friday,1968
2017-03-24 15:00:00,2017,March,24,15,Friday,1969
2017-03-24 16:00:00,2017,March,24,16,Friday,1970
2017-03-24 17:00:00,2017,March,24,17,Friday,1971
2017-03-24 18:00:00,2017,March,24,18,Friday,1972
2017-03-24 19:00:00,2017,March,24,19,Friday,1973
2017-03-24 20:00:00,2017,March,24,20,Friday,1974
2017-03-24 21:00:00,2017,March,24,21,Friday,1975
2017-03-24 22:00:00,2017,March,24,22,Friday,1976
2017-03-24 23:00:00,2017,March,24,23,Friday,1977
2017-03-25 00:00:00,2017,March,25,0,Saturday,1978
2017-03-25 01:00:00,2017,March,25,1,Saturday,1979
2017-03-25 02:00:00,2017,March,25,2,Saturday,1980
2017-03-25 03:00:00,2017,March,25,3,Saturday,1981
2017-03-25 04:00:00,2017,March,25,4,Saturday,1982
2017-03-25 05:00:00,2017,March,25,5,Saturday,1983
2017-03-25 06:00:00,2017,March,25,6,Saturday,1984
2017-03-25 07:00:00,2017,March,25,7,Saturday,1985
2017-03-25 08:00:00,2017,March,25,8,Saturday,1986
2017-03-25 09:00:00,2017,March,25,9,Saturday,1987
2017-03-25 10:00:00,2017,March,25,10,Saturday,1988
2017-03-25 11:00:00,2017,March,25,11,Saturday,1989
2017-03-25 12:00:00,2017,March,25,12,Saturday,1990
2017-03-25 13:00:00,2017,March,25,13,Saturday,1991
2017-03-25 14:00:00,2017,March,25,14,Saturday,1992
2017-03-25 15:00:00,2017,March,25,15,Saturday,1993
2017-03-25 16:00:00,2017,March,25,16,Saturday,1994
2017-03-25 17:00:00,2017,March,25,17,Saturday,1995
2017-03-25 18:00:00,2017,March,25,18,Saturday,1996
2017-03-25 19:00:00,2017,March,25,19,Saturday,1997
2017-03-25 20:00:00,2017,March,25,20,Saturday,1998
2017-03-25 21:00:00,2017,March,25,21,Saturday,1999
2017-03-25 22:00:00,2017,March,25,22,Saturday,2000
2017-03-25 23:00:00,2017,March,25,23,Saturday,2001
2017-03-26 00:00:00,2017,March,26,0,Sunday,2002
2017-03-26 01:00:00,2017,March,26,1,Sunday,2003
2017-03-26 04:00:00,2017,March,26,4,Sunday,2004
2017-03-26 05:00:00,2017,March,26,5,Sunday,2005
2017-03-26 06:00:00,2017,March,26,6,Sunday,2006
2017-03-26 07:00:00,2017,March,26,7,Sunday,2007
2017-03-26 08:00:00,2017,March,26,8,Sunday,2008
2017-03-26 09:00:00,2017,March,26,9,Sunday,2009
2017-03-26 10:00:00,2017,March,26,10,Sunday,2010
2017-03-26 11:00:00,2017,March,26,11,Sunday,2011
2017-03-26 12:00:00,2017,March,26,12,Sunday,2012
2017-03-26 13:00:00,2017,March,26,13,Sunday,2013
2017-03-26 14:00:00,2017,March,26,14,Sunday,2014
2017-03-26 15:00:00,2017,March,26,15,Sunday,2015
2017-03-26 16:00:00,2017,March,26,16,Sunday,2016
2017-03-26 17:00:00,2017,March,26,17,Sunday,2017
2017-03-26 18:00:00,2017,March,26,18,Sunday,2018
2017-03-26 19:00:00,2017,March,26,19,Sunday,2019
2017-03-26 20:00:00,2017,March,26,20,Sunday,2020
2017-03-26 21:00:00,2017,March,26,21,Sunday,2021
2017-03-26 22:00:00,2017,March,26,22,Sunday,2022
2017-03-26 23:00:00,2017,March,26,23,Sunday,2023
2017-03-27 00:00:00,2017,March,27,0,Monday,2024
2017-03-27 01:00:00,2017,March,27,1,Monday,2025
2017-03-27 02:00:00,2017,March,27,2,Monday,2026
2017-03-27 03:00:00,2017,March,27,3,Monday,2027
2017-03-27 04:00:00,2017,March,27,4,Monday,2028
2017-03-27 05:00:00,2017,March,27,5,Monday,2029
2017-03-27 06:00:00,2017,March,27,6,Monday,2030
2017-03-27 07:00:00,2017,March,27,7,Monday,2031
2017-03-27 08:00:00,2017,March,27,8,Monday,2032
2017-03-27 09:00:00,2017,March,27,9,Monday,2033
2017-03-27 10:00:00,2017,March,27,10,Monday,2034
2017-03-27 11:00:00,2017,March,27,11,Monday,2035
2017-03-27 12:00:00,2017,March,27,12,Monday,2036
2017-03-27 13:00:00,2017,March,27,13,Monday,2037
2017-03-27 14:00:00,2017,March,27,14,Monday,2038
2017-03-27 15:00:00,2017,March,27,15,Monday,2039
2017-03-27 16:00:00,2017,March,27,16,Monday,2040
2017-03-27 17:00:00,2017,March,27,17,Monday,2041
2017-03-27 18:00:00,2017,March,27,18,Monday,2042
2017-03-27 19:00:00,2017,March,27,19,Monday,2043
2017-03-27 20:00:00,2017,March,27,20,Monday,2044
2017-03-27 21:00:00,2017,March,27,21,Monday,2045
2017-03-27 22:00:00,2017,March,27,22,Monday,2046
2017-03-27 23:00:00,2017,March,27,23,Monday,2047
2017-03-28 00:00:00,2017,March,28,0,Tuesday,2048
2017-03-28 01:00:00,2017,March,28,1,Tuesday,2049
2017-03-28 02:00:00,2017,March,28,2,Tuesday,2050
2017-03-28 04:00:00,2017,March,28,4,Tuesday,2051
2017-03-28 05:00:00,2017,March,28,5,Tuesday,2052
2017-03-28 06:00:00,2017,March,28,6,Tuesday,2053
2017-03-28 07:00:00,2017,March,28,7,Tuesday,2054
2017-03-28 08:00:00,2017,March,28,8,Tuesday,2055
2017-03-28 09:00:00,2017,March,28,9,Tuesday,2056
2017-03-28 10:00:00,2017,March,28,10,Tuesday,2057
2017-03-28 11:00:00,2017,March,28,11,Tuesday,2058
2017-03-28 12:00:00,2017,March,28,12,Tuesday,2059
2017-03-28 13:00:00,2017,March,28,13,Tuesday,2060
2017-03-28 14:00:00,2017,March,28,14,Tuesday,2061
2017-03-28 15:00:00,2017,March,28,15,Tuesday,2062
2017-03-28 16:00:00,2017,March,28,16,Tuesday,2063
2017-03-28 17:00:00,2017,March,28,17,Tuesday,2064
2017-03-28 18:00:00,2017,March,28,18,Tuesday,2065
2017-03-28 19:00:00,2017,March,28,19,Tuesday,2066
2017-03-28 20:00:00,2017,March,28,20,Tuesday,2067
2017-03-28 21:00:00,2017,March,28,21,Tuesday,2068
2017-03-28 22:00:00,2017,March,28,22,Tuesday,2069
2017-03-28 23:00:00,2017,March,28,23,Tuesday,2070
2017-03-29 00:00:00,2017,March,29,0,Wednesday,2071
2017-03-29 01:00:00,2017,March,29,1,Wednesday,2072
2017-03-29 02:00:00,2017,March,29,2,Wednesday,2073
2017-03-29 03:00:00,2017,March,29,3,Wednesday,2074
2017-03-29 04:00:00,2017,March,29,4,Wednesday,2075
2017-03-29 05:00:00,2017,March,29,5,Wednesday,2076
2017-03-29 06:00:00,2017,March,29,6,Wednesday,2077
2017-03-29 07:00:00,2017,March,29,7,Wednesday,2078
2017-03-29 08:00:00,2017,March,29,8,Wednesday,2079
2017-03-29 09:00:00,2017,March,29,9,Wednesday,2080
2017-03-29 10:00:00,2017,March,29,10,Wednesday,2081
2017-03-29 11:00:00,2017,March,29,11,Wednesday,2082
2017-03-29 12:00:00,2017,March,29,12,Wednesday,2083
2017-03-29 13:00:00,2017,March,29,13,Wednesday,2084
2017-03-29 14:00:00,2017,March,29,14,Wednesday,2085
2017-03-29 15:00:00,2017,March,29,15,Wednesday,2086
2017-03-29 16:00:00,2017,March,29,16,Wednesday,2087
2017-03-29 17:00:00,2017,March,29,17,Wednesday,2088
2017-03-29 18:00:00,2017,March,29,18,Wednesday,2089
2017-03-29 19:00:00,2017,March,29,19,Wednesday,2090
2017-03-29 20:00:00,2017,March,29,20,Wednesday,2091
2017-03-29 21:00:00,2017,March,29,21,Wednesday,2092
2017-03-29 22:00:00,2017,March,29,22,Wednesday,2093
2017-03-29 23:00:00,2017,March,29,23,Wednesday,2094
2017-03-30 00:00:00,2017,March,30,0,Thursday,2095
2017-03-30 01:00:00,2017,March,30,1,Thursday,2096
2017-03-30 02:00:00,2017,March,30,2,Thursday,2097
2017-03-30 03:00:00,2017,March,30,3,Thursday,2098
2017-03-30 04:00:00,2017,March,30,4,Thursday,2099
2017-03-30 05:00:00,2017,March,30,5,Thursday,2100
2017-03-30 06:00:00,2017,March,30,6,Thursday,2101
2017-03-30 07:00:00,2017,March,30,7,Thursday,2102
2017-03-30 08:00:00,2017,March,30,8,Thursday,2103
2017-03-30 09:00:00,2017,March,30,9,Thursday,2104
2017-03-30 10:00:00,2017,March,30,10,Thursday,2105
2017-03-30 11:00:00,2017,March,30,11,Thursday,2106
2017-03-30 12:00:00,2017,March,30,12,Thursday,2107
2017-03-30 13:00:00,2017,March,30,13,Thursday,2108
2017-03-30 14:00:00,2017,March,30,14,Thursday,2109
2017-03-30 15:00:00,2017,March,30,15,Thursday,2110
2017-03-30 16:00:00,2017,March,30,16,Thursday,2111
2017-03-30 17:00:00,2017,March,30,17,Thursday,2112
2017-03-30 18:00:00,2017,March,30,18,Thursday,2113
2017-03-30 19:00:00,2017,March,30,19,Thursday,2114
2017-03-30 20:00:00,2017,March,30,20,Thursday,2115
2017-03-30 21:00:00,2017,March,30,21,Thursday,2116
2017-03-30 22:00:00,2017,March,30,22,Thursday,2117
2017-03-30 23:00:00,2017,March,30,23,Thursday,2118
2017-03-31 00:00:00,2017,March,31,0,Friday,2119
2017-03-31 01:00:00,2017,March,31,1,Friday,2120
2017-03-31 02:00:00,2017,March,31,2,Friday,2121
2017-03-31 03:00:00,2017,March,31,3,Friday,2122
2017-03-31 04:00:00,2017,March,31,4,Friday,2123
2017-03-31 05:00:00,2017,March,31,5,Friday,2124
2017-03-31 06:00:00,2017,March,31,6,Friday,2125
2017-03-31 07:00:00,2017,March,31,7,Friday,2126
2017-03-31 08:00:00,2017,March,31,8,Friday,2127
2017-03-31 09:00:00,2017,March,31,9,Friday,2128
2017-03-31 10:00:00,2017,March,31,10,Friday,2129
2017-03-31 11:00:00,2017,March,31,11,Friday,2130
2017-03-31 12:00:00,2017,March,31,12,Friday,2131
2017-03-31 13:00:00,2017,March,31,13,Friday,2132
2017-03-31 14:00:00,2017,March,31,14,Friday,2133
2017-03-31 15:00:00,2017,March,31,15,Friday,2134
2017-03-31 16:00:00,2017,March,31,16,Friday,2135
2017-03-31 17:00:00,2017,March,31,17,Friday,2136
2017-03-31 18:00:00,2017,March,31,18,Friday,2137
2017-03-31 19:00:00,2017,March,31,19,Friday,2138
2017-03-31 20:00:00,2017,March,31,20,Friday,2139
2017-03-31 21:00:00,2017,March,31,21,Friday,2140
2017-03-31 22:00:00,2017,March,31,22,Friday,2141
2017-03-31 23:00:00,2017,March,31,23,Friday,2142
2017-04-01 00:00:00,2017,April,1,0,Saturday,2143
2017-04-01 01:00:00,2017,April,1,1,Saturday,2144
2017-04-01 02:00:00,2017,April,1,2,Saturday,2145
2017-04-01 03:00:00,2017,April,1,3,Saturday,2146
2017-04-01 04:00:00,2017,April,1,4,Saturday,2147
2017-04-01 05:00:00,2017,April,1,5,Saturday,2148
2017-04-01 06:00:00,2017,April,1,6,Saturday,2149
2017-04-01 07:00:00,2017,April,1,7,Saturday,2150
2017-04-01 08:00:00,2017,April,1,8,Saturday,2151
2017-04-01 09:00:00,2017,April,1,9,Saturday,2152
2017-04-01 10:00:00,2017,April,1,10,Saturday,2153
2017-04-01 11:00:00,2017,April,1,11,Saturday,2154
2017-04-01 12:00:00,2017,April,1,12,Saturday,2155
2017-04-01 13:00:00,2017,April,1,13,Saturday,2156
2017-04-01 14:00:00,2017,April,1,14,Saturday,2157
2017-04-01 15:00:00,2017,April,1,15,Saturday,2158
2017-04-01 16:00:00,2017,April,1,16,Saturday,2159
2017-04-01 17:00:00,2017,April,1,17,Saturday,2160
2017-04-01 18:00:00,2017,April,1,18,Saturday,2161
2017-04-01 19:00:00,2017,April,1,19,Saturday,2162
2017-04-01 20:00:00,2017,April,1,20,Saturday,2163
2017-04-01 21:00:00,2017,April,1,21,Saturday,2164
2017-04-01 22:00:00,2017,April,1,22,Saturday,2165
2017-04-01 23:00:00,2017,April,1,23,Saturday,2166
2017-04-02 00:00:00,2017,April,2,0,Sunday,2167
2017-04-02 01:00:00,2017,April,2,1,Sunday,2168
2017-04-02 02:00:00,2017,April,2,2,Sunday,2169
2017-04-02 03:00:00,2017,April,2,3,Sunday,2170
2017-04-02 04:00:00,2017,April,2,4,Sunday,2171
2017-04-02 05:00:00,2017,April,2,5,Sunday,2172
2017-04-02 06:00:00,2017,April,2,6,Sunday,2173
2017-04-02 07:00:00,2017,April,2,7,Sunday,2174
2017-04-02 08:00:00,2017,April,2,8,Sunday,2175
2017-04-02 09:00:00,2017,April,2,9,Sunday,2176
2017-04-02 10:00:00,2017,April,2,10,Sunday,2177
2017-04-02 11:00:00,2017,April,2,11,Sunday,2178
2017-04-02 12:00:00,2017,April,2,12,Sunday,2179
2017-04-02 13:00:00,2017,April,2,13,Sunday,2180
2017-04-02 14:00:00,2017,April,2,14,Sunday,2181
2017-04-02 15:00:00,2017,April,2,15,Sunday,2182
2017-04-02 16:00:00,2017,April,2,16,Sunday,2183
2017-04-02 17:00:00,2017,April,2,17,Sunday,2184
2017-04-02 18:00:00,2017,April,2,18,Sunday,2185
2017-04-02 19:00:00,2017,April,2,19,Sunday,2186
2017-04-02 20:00:00,2017,April,2,20,Sunday,2187
2017-04-02 21:00:00,2017,April,2,21,Sunday,2188
2017-04-02 22:00:00,2017,April,2,22,Sunday,2189
2017-04-02 23:00:00,2017,April,2,23,Sunday,2190
2017-04-03 00:00:00,2017,April,3,0,Monday,2191
2017-04-03 01:00:00,2017,April,3,1,Monday,2192
2017-04-03 02:00:00,2017,April,3,2,Monday,2193
2017-04-03 03:00:00,2017,April,3,3,Monday,2194
2017-04-03 04:00:00,2017,April,3,4,Monday,2195
2017-04-03 05:00:00,2017,April,3,5,Monday,2196
2017-04-03 06:00:00,2017,April,3,6,Monday,2197
2017-04-03 07:00:00,2017,April,3,7,Monday,2198
2017-04-03 08:00:00,2017,April,3,8,Monday,2199
2017-04-03 09:00:00,2017,April,3,9,Monday,2200
2017-04-03 10:00:00,2017,April,3,10,Monday,2201
2017-04-03 11:00:00,2017,April,3,11,Monday,2202
2017-04-03 12:00:00,2017,April,3,12,Monday,2203
2017-04-03 13:00:00,2017,April,3,13,Monday,2204
2017-04-03 14:00:00,2017,April,3,14,Monday,2205
2017-04-03 15:00:00,2017,April,3,15,Monday,2206
2017-04-03 16:00:00,2017,April,3,16,Monday,2207
2017-04-03 17:00:00,2017,April,3,17,Monday,2208
2017-04-03 18:00:00,2017,April,3,18,Monday,2209
2017-04-03 19:00:00,2017,April,3,19,Monday,2210
2017-04-03 20:00:00,2017,April,3,20,Monday,2211
2017-04-03 21:00:00,2017,April,3,21,Monday,2212
2017-04-03 22:00:00,2017,April,3,22,Monday,2213
2017-04-03 23:00:00,2017,April,3,23,Monday,2214
2017-04-04 00:00:00,2017,April,4,0,Tuesday,2215
2017-04-04 01:00:00,2017,April,4,1,Tuesday,2216
2017-04-04 02:00:00,2017,April,4,2,Tuesday,2217
2017-04-04 03:00:00,2017,April,4,3,Tuesday,2218
2017-04-04 04:00:00,2017,April,4,4,Tuesday,2219
2017-04-04 05:00:00,2017,April,4,5,Tuesday,2220
2017-04-04 06:00:00,2017,April,4,6,Tuesday,2221
2017-04-04 07:00:00,2017,April,4,7,Tuesday,2222
2017-04-04 08:00:00,2017,April,4,8,Tuesday,2223
2017-04-04 09:00:00,2017,April,4,9,Tuesday,2224
2017-04-04 10:00:00,2017,April,4,10,Tuesday,2225
2017-04-04 11:00:00,2017,April,4,11,Tuesday,2226
2017-04-04 12:00:00,2017,April,4,12,Tuesday,2227
2017-04-04 13:00:00,2017,April,4,13,Tuesday,2228
2017-04-04 14:00:00,2017,April,4,14,Tuesday,2229
2017-04-04 15:00:00,2017,April,4,15,Tuesday,2230
2017-04-04 16:00:00,2017,April,4,16,Tuesday,2231
2017-04-04 17:00:00,2017,April,4,17,Tuesday,2232
2017-04-04 18:00:00,2017,April,4,18,Tuesday,2233
2017-04-04 19:00:00,2017,April,4,19,Tuesday,2234
2017-04-04 20:00:00,2017,April,4,20,Tuesday,2235
2017-04-04 21:00:00,2017,April,4,21,Tuesday,2236
2017-04-04 22:00:00,2017,April,4,22,Tuesday,2237
2017-04-04 23:00:00,2017,April,4,23,Tuesday,2238
2017-04-05 00:00:00,2017,April,5,0,Wednesday,2239
2017-04-05 01:00:00,2017,April,5,1,Wednesday,2240
2017-04-05 03:00:00,2017,April,5,3,Wednesday,2241
2017-04-05 04:00:00,2017,April,5,4,Wednesday,2242
2017-04-05 05:00:00,2017,April,5,5,Wednesday,2243
2017-04-05 06:00:00,2017,April,5,6,Wednesday,2244
2017-04-05 07:00:00,2017,April,5,7,Wednesday,2245
2017-04-05 08:00:00,2017,April,5,8,Wednesday,2246
2017-04-05 09:00:00,2017,April,5,9,Wednesday,2247
2017-04-05 10:00:00,2017,April,5,10,Wednesday,2248
2017-04-05 11:00:00,2017,April,5,11,Wednesday,2249
2017-04-05 12:00:00,2017,April,5,12,Wednesday,2250
2017-04-05 13:00:00,2017,April,5,13,Wednesday,2251
2017-04-05 14:00:00,2017,April,5,14,Wednesday,2252
2017-04-05 15:00:00,2017,April,5,15,Wednesday,2253
2017-04-05 16:00:00,2017,April,5,16,Wednesday,2254
2017-04-05 17:00:00,2017,April,5,17,Wednesday,2255
2017-04-05 18:00:00,2017,April,5,18,Wednesday,2256
2017-04-05 19:00:00,2017,April,5,19,Wednesday,2257
2017-04-05 20:00:00,2017,April,5,20,Wednesday,2258
2017-04-05 21:00:00,2017,April,5,21,Wednesday,2259
2017-04-05 22:00:00,2017,April,5,22,Wednesday,2260
